feature_ID	dataset	name_in_figures	lipid_class	chain_length	double_bond	sn_position	refmet_super_class	refmet_main_class	refmet_sub_class
PE(34:1)>PE(16:0_18:1)_feature1	metab-u-lrpneg	PE 16:0_18:1	PE	34	1	PE 16:0_18:1	Glycerophospholipids	Glycerophosphoethanolamines	PE
PE(34:2)>PE(16:0_18:2)_feature2	metab-u-lrpneg	PE 16:0_18:2	PE	34	2	PE 16:0_18:2	Glycerophospholipids	Glycerophosphoethanolamines	PE
PE(36:1)>PE(18:0_18:1)_feature3	metab-u-lrpneg	PE 18:0_18:1	PE	36	1	PE 18:0_18:1	Glycerophospholipids	Glycerophosphoethanolamines	PE
PE(36:2)>PE(18:0_18:2)_feature2	metab-u-lrpneg	PE 18:0_18:2	PE	36	2	PE 18:0_18:2	Glycerophospholipids	Glycerophosphoethanolamines	PE
PE(36:2)>PE(18:1/18:1)_feature2	metab-u-lrpneg	PE 18:1/18:1	PE	36	2	PE 18:1/18:1	Glycerophospholipids	Glycerophosphoethanolamines	PE
PE(36:3)>PE(18:1_18:2)_feature1	metab-u-lrpneg	PE 18:1_18:2	PE	36	3	PE 18:1_18:2	Glycerophospholipids	Glycerophosphoethanolamines	PE
PE(36:4)>(16:0_20:4)_feature3	metab-u-lrpneg	PE 16:0_20:4	PE	36	4	PE 16:0_20:4	Glycerophospholipids	Glycerophosphoethanolamines	PE
PE(38:4)>PE(16:0_22:4)_feature4	metab-u-lrpneg	PE 16:0_22:4	PE	38	4	PE 16:0_22:4	Glycerophospholipids	Glycerophosphoethanolamines	PE
PE(38:5)>PE(16:0_22:5)_and_PE(38:5)>PE(18:1_20:4)_feature3	metab-u-lrpneg	PE 38:5	PE	38	5	NA	Glycerophospholipids	Glycerophosphoethanolamines	PE
PE(38:6)>PE(16:0_22:6)_feature3	metab-u-lrpneg	PE 16:0_22:6	PE	38	6	PE 16:0_22:6	Glycerophospholipids	Glycerophosphoethanolamines	PE
PE(40:5)>PE(18:0_22:5)_feature3	metab-u-lrpneg	PE 18:0_22:5	PE	40	5	PE 18:0_22:5	Glycerophospholipids	Glycerophosphoethanolamines	PE
PE(40:6)>PE(18:0_22:6)_feature2	metab-u-lrpneg	PE 18:0_22:6	PE	40	6	PE 18:0_22:6	Glycerophospholipids	Glycerophosphoethanolamines	PE
PE(40:7)>PE(18:1_22:6)_and_PE(18:0_22:7)_feature3	metab-u-lrpneg	PE 40:7	PE	40	7	NA	Glycerophospholipids	Glycerophosphoethanolamines	PE
PE(O-16:1_20:4)_feature3	metab-u-lrpneg	PE O-16:1_20:4	O-PE	36	5	PE O-16:1_20:4	Glycerophospholipids	Glycerophosphoethanolamines	O-PE
PE(O-34:2)>PE(O-16:2/18:0)_and_PE(O-18:2/16:0)_feature2	metab-u-lrpneg	PE P-34:1 or PE O-34:2	O-PE	34	2	NA	Glycerophospholipids	Glycerophosphoethanolamines	O-PE
PE(O-34:3)>PE(O-16:1/18:2)_feature1	metab-u-lrpneg	PE P-34:2 or PE O-34:3	O-PE	34	3	PE O-16:1/18:2	Glycerophospholipids	Glycerophosphoethanolamines	O-PE
PE(O-34:5)>PE(O-17:1/20:4)_feature1	metab-u-lrpneg	PE P-34:4 or PE O-34:5	O-PE	34	5	PE O-17:1/20:4	Glycerophospholipids	Glycerophosphoethanolamines	O-PE
PE(O-34:5)>PE(O-17:1/20:4)_feature2	metab-u-lrpneg	PE P-34:4 or PE O-34:5	O-PE	34	5	PE O-17:1/20:4	Glycerophospholipids	Glycerophosphoethanolamines	O-PE
PE(O-36:3)>PE(O-18:1/18:2)_feature6	metab-u-lrpneg	PE P-18:0/18:2 or PE O-18:1/18:2	O-PE	36	3	PE P-18:0/18:2 or PE O-18:1/18:2	Glycerophospholipids	Glycerophosphoethanolamines	O-PE
PE(O-36:3)>PE(O-18:2/18:1)_feature3	metab-u-lrpneg	PE P-18:1/18:1 or PE O-18:2/18:1	O-PE	36	3	PE P-18:1/18:1 or PE O-18:2/18:1	Glycerophospholipids	Glycerophosphoethanolamines	O-PE
PE(O-36:4)>PE(O-18:2/18:2)_feature1	metab-u-lrpneg	PE P-36:3 or PE O-36:4	O-PE	36	4	PE O-18:2/18:2	Glycerophospholipids	Glycerophosphoethanolamines	O-PE
PE(O-36:4)>PE(O-18:3/18:1)_feature6	metab-u-lrpneg	PE P-18:2/18:1 or PE O-18:3/18:1	O-PE	36	4	PE P-18:2/18:1 or PE O-18:3/18:1	Glycerophospholipids	Glycerophosphoethanolamines	O-PE
PE(O-38:7)>PE(O-16:1/22:6)_and_PE(O-20:7/18:0)_feature2	metab-u-lrpneg	PE P-38:6 or PE O-38:7	O-PE	38	7	NA	Glycerophospholipids	Glycerophosphoethanolamines	O-PE
PE(O-38:7)>PE(O-18:3/20:4)_feature1	metab-u-lrpneg	PE P-38:6 or PE O-38:7	O-PE	38	7	PE O-18:3/20:4	Glycerophospholipids	Glycerophosphoethanolamines	O-PE
PE(O-40:4)>PE(O-18:0/22:4)_feature4	metab-u-lrpneg	PE O-18:0/22:4	O-PE	40	4	PE O-18:0/22:4	Glycerophospholipids	Glycerophosphoethanolamines	O-PE
PE(O-40:5)>PE(O-18:1/22:4)_feature3	metab-u-lrpneg	PE P-18:0/22:4 or PE O-18:1/22:4	O-PE	40	5	PE P-18:0/22:4 or PE O-18:1/22:4	Glycerophospholipids	Glycerophosphoethanolamines	O-PE
PE(O-40:6)>PE(O-18:1/22:5)_feature3	metab-u-lrpneg	PE P-18:0/22:5 or PE O-18:1/22:5	O-PE	40	6	PE P-18:0/22:5 or PE O-18:1/22:5	Glycerophospholipids	Glycerophosphoethanolamines	O-PE
PE(O-40:7)>PE(O-18:1/22:6)_and_PE(O-22:7/18:0)_feature10	metab-u-lrpneg	PE P-40:6 or PE O-40:7	O-PE	40	7	NA	Glycerophospholipids	Glycerophosphoethanolamines	O-PE
PE(O-40:8)>PE(O-22:8/18:0)_and_PE(O-18:2/22:6)_feature2	metab-u-lrpneg	PE P-40:7 or PE O-40:8	O-PE	40	8	NA	Glycerophospholipids	Glycerophosphoethanolamines	O-PE
PG(34:1)>PG(16:0_18:1)_feature1	metab-u-lrpneg	PG 16:0_18:1	PG	34	1	PG 16:0_18:1	Glycerophospholipids	Glycerophosphoglycerols	PG
PI(36:4)>PI(16:0_20:4)_feature1	metab-u-lrpneg	PI 16:0_20:4	PI	36	4	PI 16:0_20:4	Glycerophospholipids	Glycerophosphoinositols	PI
PI(38:5)>PI(18:1_20:4)_feature1	metab-u-lrpneg	PI 18:1_20:4	PI	38	5	PI 18:1_20:4	Glycerophospholipids	Glycerophosphoinositols	PI
PS(36:1)>PS(18:0_18:1)_feature1	metab-u-lrpneg	PS 18:0_18:1	PS	36	1	PS 18:0_18:1	Glycerophospholipids	Glycerophosphoserines	PS
PS(36:2)>PS(18:0_18:2)_feature4	metab-u-lrpneg	PS 18:0_18:2	PS	36	2	PS 18:0_18:2	Glycerophospholipids	Glycerophosphoserines	PS
PS(38:4)>PS(18:0_20:4)_feature6	metab-u-lrpneg	PS 18:0_20:4	PS	38	4	PS 18:0_20:4	Glycerophospholipids	Glycerophosphoserines	PS
PS(40:4)>PS(18:0_22:4)_feature1	metab-u-lrpneg	PS 18:0_22:4	PS	40	4	PS 18:0_22:4	Glycerophospholipids	Glycerophosphoserines	PS
PS(40:5)>PS(18:0_22:5)_feature2	metab-u-lrpneg	PS 18:0_22:5	PS	40	5	PS 18:0_22:5	Glycerophospholipids	Glycerophosphoserines	PS
PS(O-40:7)>PS(O-18:3/22:4)_feature1	metab-u-lrpneg	PS P-20:2/22:4 or PS O-20:3/22:4	O-PS	40	7	PS P-20:2/22:4 or PS O-20:3/22:4	Glycerophospholipids	Glycerophosphoserines	O-PS
PS(O-40:7)>PS(O-20:3/20:4)_feature2	metab-u-lrpneg	PS P-20:2/22:4 or PS O-20:3/22:4	O-PS	40	7	PS O-20:3/20:4*	Glycerophospholipids	Glycerophosphoserines	O-PS
PS(O-42:7)>PS(O-20:3/22:4)_feature1	metab-u-lrpneg	PS O-20:3/20:4*	O-PS	42	7	PS P-20:2/22:4 or PS O-20:3/22:4	Glycerophospholipids	Glycerophosphoserines	O-PS
SM(d38:1)_M+H2CO2_feature2	metab-u-lrpneg	SM 38:1;O2	SM	38	1	NA	Sphingolipids	Sphingomyelins	SM
SM(d40:0-OH)_feature1	metab-u-lrpneg	SM 40:0;O2;O	SM	40	0	NA	Sphingolipids	Sphingomyelins	SM
SM(d40:1)_M+H2CO2_feature2	metab-u-lrpneg	SM 40:1;O2	SM	40	1	NA	Sphingolipids	Sphingomyelins	SM
SM(d40:2)_M+H2CO2_feature1	metab-u-lrpneg	SM 40:2;O2	SM	40	2	NA	Sphingolipids	Sphingomyelins	SM
SM(d40:2)_M+H2CO2_feature2	metab-u-lrpneg	SM 40:2;O2	SM	40	2	NA	Sphingolipids	Sphingomyelins	SM
SM(d41:2)_M+H2CO2_feature1	metab-u-lrpneg	SM 41:2;O2	SM	41	2	NA	Sphingolipids	Sphingomyelins	SM
SM(d42:1)_M+H2CO2_feature2	metab-u-lrpneg	SM 42:1;O2	SM	42	1	NA	Sphingolipids	Sphingomyelins	SM
SM(d42:2)_M+H2CO2_feature1	metab-u-lrpneg	SM 42:2;O2	SM	42	2	NA	Sphingolipids	Sphingomyelins	SM
SM(d42:2)_M+H2CO2_feature1and2	metab-u-lrpneg	SM 42:2;O2	SM	42	2	NA	Sphingolipids	Sphingomyelins	SM
SM(d42:3)_M+H2CO2_feature1	metab-u-lrpneg	SM 42:3;O2	SM	42	3	NA	Sphingolipids	Sphingomyelins	SM
1-methyladenosine	metab-u-hilicpos	1-Methyladenosine	NA	NA	NA	NA	Nucleic acids	Purines	Purine ribonucleosides
1-methylhistamine	metab-u-hilicpos	1-Methylhistamine	NA	NA	NA	NA	Organic nitrogen compounds	Amines	Aralkylamines
1-methylnicotinamide	metab-u-hilicpos	1-Methyl nicotinamide	NA	NA	NA	NA	Organoheterocyclic compounds	Pyridinecarboxylic acids	Nicotinamides
2'-deoxycytidine	metab-u-hilicpos	Deoxycytidine	NA	NA	NA	NA	Nucleic acids	Pyrimidines	Pyrimidine deoxyribonucleosides
2-aminoisobutyrate	metab-u-hilicpos	Aminoisobutyric acid	Amino FA	NA	NA	NA	Fatty Acyls	Fatty acids	Amino FA
21-deoxycortisol	metab-u-hilicpos	21-Deoxycortisol	NA	NA	NA	NA	Sterol Lipids	Steroids	C21 steroids
3-methylhistidine	metab-u-hilicpos	3-Methylhistidine	NA	NA	NA	NA	Organic acids	Amino acids and peptides	Amino acids
4-aminohippurate	metab-u-hilicpos	4-Aminohippuric acid	NA	NA	NA	NA	Benzenoids	Benzamides	Hippuric acids
4-guanidinobutanoate	metab-u-hilicpos	4-Guanidinobutanoic acid	NA	NA	NA	NA	Organic acids	Amino acids and peptides	Amino acids
4-pyridoxate	metab-u-hilicpos	4-Pyridoxic acid	NA	NA	NA	NA	Organoheterocyclic compounds	Pyridines	Pyridinecarboxylic acids
5-methylcytidine	metab-u-hilicpos	5-Methylcytidine	NA	NA	NA	NA	Nucleic acids	Pyrimidines	Pyrimidine ribonucleosides
5-methylcytosine	metab-u-hilicpos	5-Methylcytosine	NA	NA	NA	NA	Nucleic acids	Pyrimidines	Pyrimidones
7-methylguanine	metab-u-hilicpos	7-Methylguanine	NA	NA	NA	NA	Nucleic acids	Purines	Hypoxanthines
ADMA	metab-u-hilicpos	Dimethylarginine	NA	NA	NA	NA	Organic acids	Amino acids and peptides	Amino acids
C-glycosyltryptophan	metab-u-hilicpos	C-Glycosyltryptophan	NA	NA	NA	NA	Organic acids	Amino acids and peptides	Amino acids
C14:0 SM	metab-u-hilicpos	SM 18:1;O2/14:0	SM	14	0	NA	Sphingolipids	Sphingomyelins	SM
C16-OH carnitine	metab-u-hilicpos	CAR 16:0;OH	Car	16	0	NA	Fatty Acyls	Fatty esters	Acyl carnitines
C16:0 LPC	metab-u-hilicpos	LPC 16:0	LPC	16	0	NA	Glycerophospholipids	Glycerophosphocholines	LPC
C16:0 LPE	metab-u-hilicpos	LPE 16:0	LPE	16	0	NA	Glycerophospholipids	Glycerophosphoethanolamines	LPE
C16:0 SM	metab-u-hilicpos	SM 18:1;O2/16:0	SM	16	0	NA	Sphingolipids	Sphingomyelins	SM
C16:1 LPC plasmalogen	metab-u-hilicpos	LPC P-16:0 or LPC O-16:1	O-LPC	16	1	NA	Glycerophospholipids	Glycerophosphocholines	O-LPC
C16:1 SM	metab-u-hilicpos	SM 18:1;O2/16:1	SM	16	1	NA	Sphingolipids	Sphingomyelins	SM
C18:0 LPC	metab-u-hilicpos	LPC 18:0	LPC	18	0	NA	Glycerophospholipids	Glycerophosphocholines	LPC
C18:0 LPE A	metab-u-hilicpos	LPE 18:0	LPE	18	0	NA	Glycerophospholipids	Glycerophosphoethanolamines	LPE
C18:0 LPE B	metab-u-hilicpos	LPE 18:0	LPE	18	0	NA	Glycerophospholipids	Glycerophosphoethanolamines	LPE
C18:0 SM	metab-u-hilicpos	SM 18:1;O2/18:0	SM	18	0	NA	Sphingolipids	Sphingomyelins	SM
C18:1 LPC	metab-u-hilicpos	LPC 18:1	LPC	18	1	NA	Glycerophospholipids	Glycerophosphocholines	LPC
C18:1 LPC plasmalogen A	metab-u-hilicpos	LPC P-18:0 or LPC O-18:1	O-LPC	18	1	NA	Glycerophospholipids	Glycerophosphocholines	O-LPC
C18:1 LPC plasmalogen B	metab-u-hilicpos	LPC P-18:0 or LPC O-18:1	O-LPC	18	1	NA	Glycerophospholipids	Glycerophosphocholines	O-LPC
C18:1 LPE	metab-u-hilicpos	LPE 18:1	LPE	18	1	NA	Glycerophospholipids	Glycerophosphoethanolamines	LPE
C18:1 SM	metab-u-hilicpos	SM 18:1;O2/18:1	SM	18	1	NA	Sphingolipids	Sphingomyelins	SM
C18:1-OH carnitine	metab-u-hilicpos	CAR 18:1;OH	Car	18	1	NA	Fatty Acyls	Fatty esters	Acyl carnitines
C18:2 LPC	metab-u-hilicpos	LPC 18:2	LPC	18	2	NA	Glycerophospholipids	Glycerophosphocholines	LPC
C18:2 LPE	metab-u-hilicpos	LPE 18:2	LPE	18	2	NA	Glycerophospholipids	Glycerophosphoethanolamines	LPE
C18:3 LPC	metab-u-hilicpos	LPC 18:3	LPC	18	3	NA	Glycerophospholipids	Glycerophosphocholines	LPC
C18:3 LPE	metab-u-hilicpos	LPE 18:3	LPE	18	3	NA	Glycerophospholipids	Glycerophosphoethanolamines	LPE
C20:0 LPE	metab-u-hilicpos	LPE 20:0	LPE	20	0	NA	Glycerophospholipids	Glycerophosphoethanolamines	LPE
C20:0 SM	metab-u-hilicpos	SM 18:1;O2/20:0	SM	20	0	NA	Sphingolipids	Sphingomyelins	SM
C20:1 LPC	metab-u-hilicpos	LPC 20:1	LPC	20	1	NA	Glycerophospholipids	Glycerophosphocholines	LPC
C20:4 LPC A	metab-u-hilicpos	LPC 20:4	LPC	20	4	NA	Glycerophospholipids	Glycerophosphocholines	LPC
C20:4 LPC B	metab-u-hilicpos	LPC 20:4	LPC	20	4	NA	Glycerophospholipids	Glycerophosphocholines	LPC
C20:4 LPE	metab-u-hilicpos	LPE 20:4	LPE	20	4	NA	Glycerophospholipids	Glycerophosphoethanolamines	LPE
C20:5 LPC	metab-u-hilicpos	LPC 20:5	LPC	20	5	NA	Glycerophospholipids	Glycerophosphocholines	LPC
C22:0 SM	metab-u-hilicpos	SM 18:1;O2/22:0	SM	22	0	NA	Sphingolipids	Sphingomyelins	SM
C22:1 SM	metab-u-hilicpos	SM 18:1;O2/22:1	SM	22	1	NA	Sphingolipids	Sphingomyelins	SM
C22:6 LPE	metab-u-hilicpos	LPE 22:6	LPE	22	6	NA	Glycerophospholipids	Glycerophosphoethanolamines	LPE
C24:0 LPC	metab-u-hilicpos	LPC 24:0	LPC	24	0	NA	Glycerophospholipids	Glycerophosphocholines	LPC
C24:1 ceramide (d18:1)	metab-u-hilicpos	Cer 18:0;O2/24:1	Cer	42	1	NA	Sphingolipids	Ceramides	DHCer
C3-DC carnitine	metab-u-hilicpos	CAR DC3:0	Car	3	0	NA	Fatty Acyls	Fatty esters	Acyl carnitines
C3-DC-CH3 carnitine	metab-u-hilicpos	CAR 3:0;2Me	Car	3	0	NA	Fatty Acyls	Fatty esters	Acyl carnitines
C34:0 PE	metab-u-hilicpos	PE 34:0	PE	34	0	NA	Glycerophospholipids	Glycerophosphoethanolamines	PE
C34:2 PE	metab-u-hilicpos	PE 34:2	PE	34	2	NA	Glycerophospholipids	Glycerophosphoethanolamines	PE
C34:2 PE plasmalogen	metab-u-hilicpos	PE P-34:1 or PE O-34:2*	O-PE	34	2	NA	Glycerophospholipids	Glycerophosphoethanolamines	O-PE
C34:3 PC plasmalogen	metab-u-hilicpos	PC P-34:2 or PC O-34:3*	O-PC	34	3	NA	Glycerophospholipids	Glycerophosphocholines	O-PC
C34:3 PE plasmalogen	metab-u-hilicpos	PE P-34:2 or PE O-34:3*	O-PE	34	3	NA	Glycerophospholipids	Glycerophosphoethanolamines	O-PE
C36:2 PE	metab-u-hilicpos	PE 36:2	PE	36	2	NA	Glycerophospholipids	Glycerophosphoethanolamines	PE
C36:2 PS plasmalogen	metab-u-hilicpos	PS P-36:1 or PS O-36:2*	O-PS	36	2	NA	Glycerophospholipids	Glycerophosphoserines	O-PS
C36:3 PE plasmalogen	metab-u-hilicpos	PE P-36:2 or PE O-36:3*	O-PE	36	3	NA	Glycerophospholipids	Glycerophosphoethanolamines	O-PE
C36:4 PE	metab-u-hilicpos	PE 36:4	PE	36	4	NA	Glycerophospholipids	Glycerophosphoethanolamines	PE
C36:5 PC plasmalogen	metab-u-hilicpos	PC P-36:4 or PC O-36:5*	O-PC	36	5	NA	Glycerophospholipids	Glycerophosphocholines	O-PC
C36:5 PE plasmalogen	metab-u-hilicpos	PE P-36:4 or PE O-36:5*	O-PE	36	5	NA	Glycerophospholipids	Glycerophosphoethanolamines	O-PE
C38:4 PE	metab-u-hilicpos	PE 38:4	PE	38	4	NA	Glycerophospholipids	Glycerophosphoethanolamines	PE
C38:5 PE plasmalogen	metab-u-hilicpos	PE P-38:4 or PE O-38:5*	O-PE	38	5	NA	Glycerophospholipids	Glycerophosphoethanolamines	O-PE
C38:6 PC plasmalogen	metab-u-hilicpos	PC P-38:5 or PC O-38:6*	O-PC	38	6	NA	Glycerophospholipids	Glycerophosphocholines	O-PC
C38:6 PE	metab-u-hilicpos	PE 38:6	PE	38	6	NA	Glycerophospholipids	Glycerophosphoethanolamines	PE
C38:6 PE plasmalogen	metab-u-hilicpos	PE P-38:5 or PE O-38:6*	O-PE	38	6	NA	Glycerophospholipids	Glycerophosphoethanolamines	O-PE
C38:7 PC plasmalogen	metab-u-hilicpos	PC P-38:6 or PC O-38:7*	O-PC	38	7	NA	Glycerophospholipids	Glycerophosphocholines	O-PC
C38:7 PE plasmalogen	metab-u-hilicpos	PE P-38:6 or PE O-38:7*	O-PE	38	7	NA	Glycerophospholipids	Glycerophosphoethanolamines	O-PE
C40:6 PE	metab-u-hilicpos	PE 40:6	PE	40	6	NA	Glycerophospholipids	Glycerophosphoethanolamines	PE
C40:7 PE plasmalogen	metab-u-hilicpos	PE P-40:6 or PE O-40:7*	O-PE	40	7	NA	Glycerophospholipids	Glycerophosphoethanolamines	O-PE
C7 carnitine	metab-u-hilicpos	CAR 7:0	Car	7	0	NA	Fatty Acyls	Fatty esters	Acyl carnitines
L-alpha-glutamyl-L-Lysine	metab-u-hilicpos	Glu-Lys	NA	NA	NA	NA	Organic acids	Amino acids and peptides	Dipeptides
N-acetylaspartate	metab-u-hilicpos	N-Acetylaspartic acid	NA	NA	NA	NA	Organic acids	Amino acids and peptides	Amino acids
N-acetylhistamine	metab-u-hilicpos	N-Acetylhistamine	NA	NA	NA	NA	Organic nitrogen compounds	Amines	Aralkylamines
N-acetylhistidine	metab-u-hilicpos	N-Acetylhistidine	NA	NA	NA	NA	Organic acids	Amino acids and peptides	Amino acids
N-acetylornithine	metab-u-hilicpos	N-Acetylornithine	NA	NA	NA	NA	Organic acids	Amino acids and peptides	Amino acids
N-acetylputrescine	metab-u-hilicpos	N-Acetylputrescine	NA	NA	NA	NA	Organic acids	Carboxylic acids	Acetamides
N-acetylserotonin	metab-u-hilicpos	N-Acetylserotonin	NA	NA	NA	NA	Organoheterocyclic compounds	Tryptamines	Serotonins
N-alpha-acetylarginine	metab-u-hilicpos	N-Acetylarginine	NA	NA	NA	NA	Organic acids	Amino acids and peptides	Amino acids
N-carbamoyl-beta-alanine	metab-u-hilicpos	Ureidopropionic acid	NA	NA	NA	NA	Organic acids	Carboximidic acids	Isoureas
N-lauroylglycine	metab-u-hilicpos	N-Lauroylglycine	NA	NA	NA	NA	Organic acids	Amino acids and peptides	Amino acids
N-methylproline	metab-u-hilicpos	N-Methyl-proline	NA	NA	NA	NA	Organic acids	Amino acids and peptides	Amino acids
N1-acetylspermidine	metab-u-hilicpos	N1-Acetylspermidine	NA	NA	NA	NA	Organic acids	Carboxylic acids	Acetamides
N1-methyl-2-pyridone-5-carboxamide	metab-u-hilicpos	N1-Methyl-2-pyridone-5-carboxamide	NA	NA	NA	NA	Organoheterocyclic compounds	Pyridinecarboxylic acids	N-substituted nicotinamides
N4-acetylcytidine	metab-u-hilicpos	N4-Acetylcytidine	NA	NA	NA	NA	Nucleic acids	Pyrimidines	Pyrimidine ribonucleosides
N6,N6,N6-trimethyllysine	metab-u-hilicpos	N-6-Trimethyllysine	NA	NA	NA	NA	Organic acids	Amino acids and peptides	Amino acids
N6,N6-dimethyllysine	metab-u-hilicpos	N(6),N(6)-Dimethyl-lysine	NA	NA	NA	NA	Organic acids	Amino acids and peptides	Amino acids
N6-acetyllysine	metab-u-hilicpos	N6-Acetyllysine	NA	NA	NA	NA	Organic acids	Amino acids and peptides	Amino acids
N6-methyllysine	metab-u-hilicpos	N(6)-Methyllysine	NA	NA	NA	NA	Organic acids	Amino acids and peptides	Amino acids
NMMA	metab-u-hilicpos	Targinine	NA	NA	NA	NA	Organic acids	Amino acids and peptides	Amino acids
S-adenosylmethionine	metab-u-hilicpos	S-Adenosylmethionine	NA	NA	NA	NA	Carbohydrates	Glycosyl compounds	Glycosylamines
S-methyl-L-cysteine-S-oxide	metab-u-hilicpos	S-Methylcysteine S-oxide	NA	NA	NA	NA	Organic acids	Amino acids and peptides	Amino acids
SDMA	metab-u-hilicpos	Symmetric dimethyl-arginine	NA	NA	NA	NA	Organic acids	Amino acids and peptides	Amino acids
acetylcholine	metab-u-hilicpos	Acetylcholine	NA	NA	NA	NA	Organic nitrogen compounds	Cholines	Cholines
acisoga	metab-u-hilicpos	Acisoga	NA	NA	NA	NA	Organoheterocyclic compounds	N-alkylpyrrolidines	N-alkylpyrrolidines
ala-ala	metab-u-hilicpos	Ala-Ala	NA	NA	NA	NA	Organic acids	Amino acids and peptides	Dipeptides
allantoin	metab-u-hilicpos	Allantoin	NA	NA	NA	NA	Organoheterocyclic compounds	Ureas	Ureides
arachidoyl ethanolamide	metab-u-hilicpos	Eicosanoyl-EA	NAE	20	4	NA	Fatty Acyls	Fatty amides	NAE
beta-guanidinopropionate	metab-u-hilicpos	3-Guanidinopropanoic acid	NA	NA	NA	NA	Organic nitrogen compounds	Guanidines	Guanidines
betaine	metab-u-hilicpos	Betaine	NA	NA	NA	NA	Organic acids	Amino acids and peptides	Amino acids
biopterin	metab-u-hilicpos	Biopterin	NA	NA	NA	NA	Organoheterocyclic compounds	Pterins	Biopterins
biotin	metab-u-hilicpos	Biotin	NA	NA	NA	NA	Organoheterocyclic compounds	Heterocyclic compounds	Biotin
butyrobetaine	metab-u-hilicpos	3-Dehydroxycarnitine	Car	NA	NA	NA	Fatty Acyls	Fatty esters	Acyl carnitines
cotinine N-oxide	metab-u-hilicpos	Cotinine N-oxide	NA	NA	NA	NA	Alkaloids	Alkaloids	Other alkaloids
creatinine	metab-u-hilicpos	Creatinine	NA	NA	NA	NA	Organoheterocyclic compounds	Azolines	Imidazolines
cyclohexylamine	metab-u-hilicpos	Cyclohexylamine	NA	NA	NA	NA	Organic nitrogen compounds	Cyclohexylamines	Cyclohexylamines
cystine	metab-u-hilicpos	Cystine	NA	NA	NA	NA	Organic acids	Amino acids and peptides	Amino acids
dimethylglycine	metab-u-hilicpos	Dimethylglycine	NA	NA	NA	NA	Organic acids	Amino acids and peptides	Amino acids
ectoine	metab-u-hilicpos	Ectoine	NA	NA	NA	NA	Nucleic acids	Pyrimidines	Hydropyrimidines
guanidinoacetate	metab-u-hilicpos	Guanidoacetic acid	NA	NA	NA	NA	Organic acids	Amino acids and peptides	Amino acids
histamine	metab-u-hilicpos	Histamine	NA	NA	NA	NA	Organic nitrogen compounds	Amines	Aralkylamines
hypotaurine	metab-u-hilicpos	Hypotaurine	NA	NA	NA	NA	Organic acids	Sulfinic acids	Sulfinic acids
imidazole propionate	metab-u-hilicpos	Imidazolepropionic acid	NA	NA	NA	NA	Organoheterocyclic compounds	Imidazoles	Imidazolyl carboxylic acids
imidazoleacetate	metab-u-hilicpos	Imidazoleacetic acid	NA	NA	NA	NA	Organoheterocyclic compounds	Imidazoles	Imidazolyl carboxylic acids
methionine sulfoxide	metab-u-hilicpos	Methionine sulfoxide	NA	NA	NA	NA	Organic acids	Amino acids and peptides	Amino acids
methylguanidine	metab-u-hilicpos	Methylguanidine	NA	NA	NA	NA	Organic nitrogen compounds	Guanidines	Guanidines
methylimidazoleacetate	metab-u-hilicpos	Methylimidazoleacetic acid	NA	NA	NA	NA	Organoheterocyclic compounds	Imidazoles	Imidazolyl carboxylic acids
nicotinate	metab-u-hilicpos	Nicotinic acid	NA	NA	NA	NA	Organoheterocyclic compounds	Pyridines	Pyridinecarboxylic acids
oxypurinol	metab-u-hilicpos	Oxypurinol	NA	NA	NA	NA	Nucleic acids	Purines	Xanthines
pantothenol	metab-u-hilicpos	Pantothenol	N-acyl amines	NA	NA	NA	Fatty Acyls	Fatty amides	N-acyl amines
phenylacetylglycine	metab-u-hilicpos	Phenylacetylglycine	NA	NA	NA	NA	Organic acids	Amino acids and peptides	Amino acids
phosphocholine	metab-u-hilicpos	Choline phosphate	NA	NA	NA	NA	Organic nitrogen compounds	Cholines	Cholines
phytosphingosine	metab-u-hilicpos	Phytosphingosine	NA	NA	NA	NA	Sphingolipids	Sphingoid bases	Phytosphingosines
pipecolate	metab-u-hilicpos	Pipecolic acid	NA	NA	NA	NA	Organic acids	Amino acids and peptides	Amino acids
proline-betaine	metab-u-hilicpos	Proline betaine	NA	NA	NA	NA	Organic acids	Amino acids and peptides	Amino acids
putrescine	metab-u-hilicpos	Putrescine	NA	NA	NA	NA	Fatty Acyls	Fatty amines	Monoalkylamines
pyridoxine	metab-u-hilicpos	Pyridoxine	NA	NA	NA	NA	Organoheterocyclic compounds	Pyridoxines	Pyridoxines
thiamine	metab-u-hilicpos	Thiamine	NA	NA	NA	NA	Nucleic acids	Pyrimidines	Thiamines
trigonelline	metab-u-hilicpos	Trigonelline	NA	NA	NA	NA	Organoheterocyclic compounds	Pyridines	Pyridinecarboxylic acids
trimethylamine-N-oxide	metab-u-hilicpos	Trimethylamine N-oxide	NA	NA	NA	NA	Organic nitrogen compounds	Amine oxides	Trisubstituted amine oxides
vitamin A	metab-u-hilicpos	Retinol	NA	NA	NA	NA	Prenol Lipids	Isoprenoids	Retinoids
3-hydroxyphenyl-valerate	metab-u-rppos	3-Hydroxyphenyl valeric acid	Hydroxy FA	NA	NA	NA	Fatty Acyls	Fatty acids	Hydroxy FA
3-indolepropionate	metab-u-rppos	3-Indolepropionic acid	NA	NA	NA	NA	Organoheterocyclic compounds	Indolyl carboxylic acids	Indolyl carboxylic acids
